   n, insertion_cmp, insertion_swaps, insertion_time, selection_cmp, selection_swaps, selection_time, quick_cmp, quick_swaps, quick_time, merge_cmp, merge_swaps, merge_time, radix_cmp, radix_swaps, radix_time
 505,         61583,           61085,          69325,        127260,             500,          44519,      6568,        1632,       3595,      3906,           0,       2077,       505,           0,       1241
 506,         61942,           61443,          65461,        127765,             501,          42212,      6699,        1611,       3585,      3910,           0,       2000,       506,           0,       1233
 507,         62295,           61795,          60969,        128271,             501,          41253,      6658,        1614,       3751,      3905,           0,       1959,       507,           0,       1196
 508,         62685,           62184,          60063,        128778,             500,          41022,      6899,        1618,       3673,      3924,           0,       2035,       508,           0,       1208
 509,         63023,           62521,          61675,        129286,             503,          43488,      6824,        1601,       3613,      3928,           0,       2004,       509,           0,       1175
 510,         63265,           62762,          63252,        129795,             504,          41937,      6828,        1626,       3611,      3939,           0,       1927,       510,           0,       1262
 511,         63291,           62787,          62466,        130305,             505,          41301,      7071,        1646,       3533,      3935,           0,       2090,       511,           0,       1181
 512,         63644,           63139,          62254,        130816,             504,          41236,      7188,        1627,       3868,      3957,           0,       1933,       512,           0,       1178
 513,         64116,           63610,          63272,        131328,             506,          42754,      7091,        1621,       3742,      3967,           0,       2002,       513,           0,       1239
 514,         64133,           63626,          67766,        131841,             508,          44284,      6994,        1630,       3652,      3979,           0,       2068,       514,           0,       1252
 515,         64411,           63903,          63216,        132355,             504,          42292,      7110,        1653,       3554,      3997,           0,       1972,       515,           0,       1191
 516,         64865,           64356,          62545,        132870,             505,          44995,      7205,        1638,       3699,      3991,           0,       2059,       516,           0,       1195
 517,         65286,           64776,          62964,        133386,             509,          43691,      7130,        1633,       4057,      4008,           0,       2235,       517,           0,       1366
 518,         65525,           65014,          68481,        133903,             511,          46435,      6818,        1683,       4062,      4018,           0,       2316,       518,           0,       1638
 519,         65633,           65121,          66441,        134421,             512,          45634,      7080,        1657,       3998,      4024,           0,       2240,       519,           0,       1329
 520,         66017,           65504,         133217,        134940,             517,          78944,      6855,        1639,       5197,      4015,           0,      14758,       520,           0,       3904
 521,              ,                ,               ,        135460,             515,          58179,      7240,        1648,       3869,      4028,           0,       2766,       521,           0,       2284
 522,              ,                ,               ,        135981,             517,          48864,      7217,        1674,       3942,      4042,           0,       2433,       522,           0,       1621
 523,              ,                ,               ,        136503,             517,          49458,      7027,        1616,       3769,      4058,           0,       2131,       523,           0,       1306
 524,              ,                ,               ,        137026,             517,          49843,      7107,        1698,       4220,      4070,           0,       2283,       524,           0,       1332
 525,              ,                ,               ,        137550,             520,          48219,      7487,        1658,       3940,      4086,           0,       2125,       525,           0,       1278
 526,              ,                ,               ,        138075,             519,          45405,      7401,        1649,       3887,      4087,           0,       2139,       526,           0,       1285
 527,              ,                ,               ,        138601,             519,          69800,      7416,        1675,       4597,      4100,           0,       2888,       527,           0,       1364
 528,              ,                ,               ,        139128,             519,          47789,      7241,        1677,       3896,      4103,           0,       2137,       528,           0,       1289
 529,              ,                ,               ,        139656,             523,          49640,      6902,        1711,       3802,      4116,           0,       2305,       529,           0,       1296
 530,              ,                ,               ,        140185,             523,          46243,      7733,        1692,       4029,      4132,           0,       2147,       530,           0,       1286
 531,              ,                ,               ,        140715,             525,          50466,      7320,        1710,       4729,      4132,           0,       2412,       531,           0,       2146
 532,              ,                ,               ,        141246,             526,          52584,      7449,        1712,       4575,      4135,           0,       2128,       532,           0,       1371
 533,              ,                ,               ,        141778,             526,          47727,      7198,        1766,       4073,      4146,           0,       2153,       533,           0,       1295
 534,              ,                ,               ,        142311,             527,          47968,      7227,        1730,       4178,      4160,           0,       2264,       534,           0,       1409
 535,              ,                ,               ,        142845,             532,          48215,      7567,        1718,       4246,      4176,           0,       2171,       535,           0,       1306
 536,              ,                ,               ,        143380,             530,          48271,      7640,        1693,       4181,      4162,           0,       2170,       536,           0,       1306
 537,              ,                ,               ,        143916,             532,          48812,      7601,        1705,       4292,      4173,           0,       2184,       537,           0,       1305
 538,              ,                ,               ,        144453,             530,          49568,      7691,        1679,       4088,      4179,           0,       2174,       538,           0,       1518
 539,              ,                ,               ,        144991,             530,          49175,      7421,        1715,       4002,      4204,           0,       2241,       539,           0,       1465
 540,              ,                ,               ,        145530,             535,          50676,      7328,        1729,       3890,      4225,           0,       2270,       540,           0,       1283
 541,              ,                ,               ,        146070,             537,          46207,      7161,        1735,       3631,      4236,           0,       2304,       541,           0,       1218
 542,              ,                ,               ,        146611,             538,          44918,      7223,        1730,       3646,      4244,           0,       2159,       542,           0,       1218
 543,              ,                ,               ,        147153,             533,          46137,      7747,        1757,       3885,      4244,           0,       2129,       543,           0,       1227
 544,              ,                ,               ,        147696,             539,          48610,      7703,        1752,       4197,      4273,           0,       2227,       544,           0,       1337
 545,              ,                ,               ,        148240,             537,          50211,      7285,        1778,       4212,      4283,           0,       2223,       545,           0,       1320
 546,              ,                ,               ,        148785,             541,          49844,      7273,        1799,       3888,      4272,           0,       2221,       546,           0,       1600
 547,              ,                ,               ,        149331,             541,          52478,      7324,        1757,       4924,      4293,           0,       2553,       547,           0,       1470
 548,              ,                ,               ,        149878,             541,          53060,      7319,        1756,       4287,      4299,           0,       2427,       548,           0,       1330
 549,              ,                ,               ,        150426,             541,          50769,      7418,        1767,       4199,      4307,           0,       2235,       549,           0,       1377
 550,              ,                ,               ,        150975,             541,          50785,      7919,        1738,       4198,      4323,           0,       2246,       550,           0,       1555
 551,              ,                ,               ,        151525,             544,          50486,      7516,        1782,       4083,      4328,           0,       2434,       551,           0,       1339
 552,              ,                ,               ,        152076,             544,          51136,      7315,        1787,       4130,      4334,           0,       2248,       552,           0,       1336
 553,              ,                ,               ,        152628,             545,          50951,      7458,        1839,       4053,      4342,           0,       2365,       553,           0,       1412
 554,              ,                ,               ,        153181,             549,          51179,      7760,        1760,       4113,      4348,           0,       3290,       554,           0,       1362
 555,              ,                ,               ,        153735,             547,          52737,      7522,        1793,       4006,      4363,           0,       2257,       555,           0,       1531
 556,              ,                ,               ,        154290,             548,          50851,      7577,        1807,       4358,      4378,           0,       2328,       556,           0,       1345
 557,              ,                ,               ,        154846,             547,          51991,      8019,        1809,       4334,      4380,           0,       2301,       557,           0,       1477
 558,              ,                ,               ,        155403,             548,          51966,      7583,        1782,       4139,      4371,           0,       2306,       558,           0,       1372
 559,              ,                ,               ,        155961,             556,          53045,      8067,        1814,       4252,      4401,           0,       2313,       559,           0,       1351
 560,              ,                ,               ,        156520,             553,          50917,      7806,        1820,       4323,      4389,           0,       2427,       560,           0,       1337
 561,              ,                ,               ,        157080,             549,          52474,      7632,        1822,       4039,      4403,           0,       2320,       561,           0,       1366
 562,              ,                ,               ,        157641,             554,          52019,      7742,        1828,       4333,      4407,           0,       2235,       562,           0,       1324
 563,              ,                ,               ,        158203,             555,          52004,      7673,        1825,       3870,      4430,           0,       2309,       563,           0,       1310
 564,              ,                ,               ,        158766,             559,          50943,      7646,        1845,       4216,      4431,           0,       2246,       564,           0,       1328
 565,              ,                ,               ,        159330,             561,          52010,      8038,        1850,       4185,      4444,           0,       2419,       565,           0,       1293
 566,              ,                ,               ,        159895,             562,          51837,      7705,        1842,       4209,      4462,           0,       2257,       566,           0,       1508
 567,              ,                ,               ,        160461,             560,          52489,      7839,        1820,       4026,      4470,           0,       2358,       567,           0,       1298
 568,              ,                ,               ,        161028,             564,          51475,      7861,        1825,       4149,      4483,           0,       2365,       568,           0,       1337
 569,              ,                ,               ,        161596,             563,          53596,      7922,        1821,       4275,      4491,           0,       2631,       569,           0,       1594
 570,              ,                ,               ,        162165,             561,          52497,      7728,        1853,       4084,      4485,           0,       2270,       570,           0,       1454
 571,              ,                ,               ,        162735,             561,          54998,      7817,        1824,       4384,      4506,           0,       2399,       571,           0,       1450
 572,              ,                ,               ,        163306,             568,          53850,      8132,        1854,       4500,      4529,           0,       2420,       572,           0,       1392
 573,              ,                ,               ,        163878,             566,          55049,      7872,        1862,       4344,      4534,           0,       2832,       573,           0,       1399
 574,              ,                ,               ,        164451,             563,          56173,      7952,        1839,       4351,      4556,           0,       2402,       574,           0,       1401
 575,              ,                ,               ,        165025,             567,          54948,      7753,        1859,       4266,      4554,           0,       2355,       575,           0,       1419
 576,              ,                ,               ,        165600,             571,          55442,      7852,        1866,       4318,      4553,           0,       2363,       576,           0,       1401
 577,              ,                ,               ,        166176,             570,          55807,      8397,        1812,       4524,      4564,           0,       2359,       577,           0,       1396
 578,              ,                ,               ,        166753,             572,          55579,      8001,        1860,       4452,      4572,           0,       2378,       578,           0,       1403
 579,              ,                ,               ,        167331,             573,          56634,      8250,        1869,       4598,      4579,           0,       2377,       579,           0,       1569
 580,              ,                ,               ,        167910,             575,          56798,      8247,        1876,       4334,      4595,           0,       2455,       580,           0,       1515
 581,              ,                ,               ,        168490,             571,          56645,      7948,        1842,       4223,      4602,           0,       2640,       581,           0,       1409
 582,              ,                ,               ,        169071,             577,          55916,      8561,        1864,       4634,      4621,           0,       2333,       582,           0,       1480
 583,              ,                ,               ,        169653,             577,          55405,      8435,        1850,       4598,      4616,           0,       2387,       583,           0,       1423
 584,              ,                ,               ,        170236,             576,          55574,      8555,        1846,       4413,      4647,           0,       2340,       584,           0,       1399
 585,              ,                ,               ,        170820,             573,          56244,      8353,        1877,       4420,      4651,           0,       2537,       585,           0,       1378
 586,              ,                ,               ,        171405,             578,          58072,      8487,        1905,       5531,      4656,           0,       3185,       586,           0,       1432
 587,              ,                ,               ,        171991,             579,          58098,      7980,        1941,       4270,      4669,           0,       2414,       587,           0,       1416
 588,              ,                ,               ,        172578,             582,          55604,      8016,        1929,       5104,      4674,           0,       2422,       588,           0,       1420
 589,              ,                ,               ,        173166,             583,          57168,      8262,        1897,       5609,      4692,           0,       2442,       589,           0,       1446
 590,              ,                ,               ,        173755,             584,          58822,      8549,        1923,       4683,      4710,           0,       2392,       590,           0,       1629
 591,              ,                ,               ,        174345,             586,          58185,      8098,        1910,       4386,      4723,           0,       2713,       591,           0,       1441
 592,              ,                ,               ,        174936,             583,          59853,      8642,        1835,       4736,      4705,           0,       2453,       592,           0,       1481
 593,              ,                ,               ,        175528,             586,          59432,      8475,        1938,       4533,      4712,           0,       2544,       593,           0,       1449
 594,              ,                ,               ,        176121,             590,          59397,      8491,        1923,       4624,      4715,           0,       2512,       594,           0,       1863
 595,              ,                ,               ,        176715,             590,          58917,      8263,        1959,       4532,      4733,           0,       2501,       595,           0,       1442
 596,              ,                ,               ,        177310,             587,          60350,      8212,        1925,       4376,      4738,           0,       2592,       596,           0,       1557
 597,              ,                ,               ,        177906,             590,          60246,      8217,        1935,       4710,      4752,           0,       2461,       597,           0,       1444
 598,              ,                ,               ,        178503,             591,          60627,      8239,        1933,       4742,      4772,           0,       2479,       598,           0,       1452
 599,              ,                ,               ,        179101,             592,          61091,      8546,        1911,       4471,      4771,           0,       3056,       599,           0,       1454
 600,              ,                ,               ,        179700,             594,          59977,      8267,        1937,       4714,      4789,           0,       2499,       600,           0,       1574
 601,              ,                ,               ,        180300,             594,          62202,      8112,        1960,       4646,      4797,           0,       2528,       601,           0,       1510
 602,              ,                ,               ,        180901,             597,          60632,      8446,        1924,       4607,      4805,           0,       2491,       602,           0,       1451
 603,              ,                ,               ,        181503,             596,          59840,      8306,        2003,       4264,      4810,           0,       2355,       603,           0,       1610
 604,              ,                ,               ,        182106,             601,          59153,      8343,        1990,       4739,      4807,           0,       2572,       604,           0,       1458
 605,              ,                ,               ,        182710,             599,          62638,      8350,        1973,       4754,      4809,           0,       2494,       605,           0,       1476
 606,              ,                ,               ,        183315,             599,          61080,      8550,        1947,       4488,      4826,           0,       2522,       606,           0,       1469
 607,              ,                ,               ,        183921,             600,          61461,      8426,        1968,       4411,      4850,           0,       2478,       607,           0,       1523
 608,              ,                ,               ,        184528,             604,          60834,      8477,        1970,       4916,      4855,           0,       2521,       608,           0,       1509
 609,              ,                ,               ,        185136,             598,          62549,      8709,        1982,       6493,      4866,           0,       3745,       609,           0,       2475
 610,              ,                ,               ,        185745,             596,          74427,      8500,        1976,       4879,      4877,           0,       2862,       610,           0,       1537
 611,              ,                ,               ,        186355,             608,          61565,      8689,        1991,       4798,      4875,           0,       2592,       611,           0,       1524
 612,              ,                ,               ,        186966,             603,          63772,      8666,        1988,       4758,      4899,           0,       2553,       612,           0,       1525
 613,              ,                ,               ,        187578,             607,          62895,      8636,        1953,       4803,      4916,           0,       2541,       613,           0,       1667
 614,              ,                ,               ,        188191,             607,          64833,      8553,        2007,       4604,      4920,           0,       2743,       614,           0,       1656
 615,              ,                ,               ,        188805,             605,          63855,      8321,        2035,       4442,      4932,           0,       2776,       615,           0,       1490
 616,              ,                ,               ,        189420,             609,          64278,      8490,        2049,       4862,      4945,           0,       2654,       616,           0,       1594
 617,              ,                ,               ,        190036,             611,          66799,      8782,        2016,       4863,      4947,           0,       2638,       617,           0,       1651
 618,              ,                ,               ,        190653,             609,          65056,      8595,        2023,       4569,      4960,           0,       2761,       618,           0,       1566
 619,              ,                ,               ,        191271,             613,          65277,      8501,        1995,       4660,      4982,           0,       2587,       619,           0,       1494
 620,              ,                ,               ,        191890,             613,          63055,      8487,        2035,       4600,      4969,           0,       2547,       620,           0,       1458
 621,              ,                ,               ,        192510,             617,          64536,      8738,        2049,       4647,      4976,           0,       2493,       621,           0,       1467
 622,              ,                ,               ,        193131,             617,          62627,      8749,        2073,       4689,      4980,           0,       2511,       622,           0,       1456
 623,              ,                ,               ,        193753,             618,          62197,      8789,        2042,       4704,      5001,           0,       2516,       623,           0,       1455
 624,              ,                ,               ,        194376,             618,          66656,      8696,        2054,       4583,      5024,           0,       2931,       624,           0,       1700
 625,              ,                ,               ,        195000,             618,          64788,      8674,        2001,       4529,      5034,           0,       2522,       625,           0,       1468
 626,              ,                ,               ,        195625,             622,          63764,      9028,        2033,       4728,      5043,           0,       2583,       626,           0,       1705
 627,              ,                ,               ,        196251,             620,          63956,      8570,        2059,       4527,      5044,           0,       2615,       627,           0,       1469
 628,              ,                ,               ,        196878,             622,          65761,      8615,        2071,       4615,      5043,           0,       3080,       628,           0,       1793
 629,              ,                ,               ,        197506,             622,          65979,      9133,        2041,       4924,      5055,           0,       2618,       629,           0,       1608
 630,              ,                ,               ,        198135,             621,          64693,      9108,        2078,       4890,      5075,           0,       2651,       630,           0,       1487
 631,              ,                ,               ,        198765,             627,          66582,      8961,        2068,       4932,      5091,           0,       2635,       631,           0,       1520
 632,              ,                ,               ,        199396,             625,          68958,      8969,        2074,       4938,      5089,           0,       2828,       632,           0,       1530
 633,              ,                ,               ,        200028,             631,          70766,      8871,        2048,       5047,      5096,           0,       2640,       633,           0,       1532
 634,              ,                ,               ,        200661,             625,          67287,      8692,        2071,       4632,      5108,           0,       2954,       634,           0,       1550
 635,              ,                ,               ,        201295,             625,          67983,      8805,        2085,       4813,      5110,           0,       2633,       635,           0,       1593
 636,              ,                ,               ,        201930,             629,          67520,      8886,        2062,       4863,      5121,           0,       2762,       636,           0,       1545
 637,              ,                ,               ,        202566,             628,          70170,      9143,        2083,       5590,      5143,           0,       2747,       637,           0,       1584
 638,              ,                ,               ,        203203,             630,          73063,      8866,        2092,       4901,      5141,           0,       2687,       638,           0,       1609
 639,              ,                ,               ,        203841,             631,          68727,      8904,        2075,       4932,      5177,           0,       2688,       639,           0,       1553
 640,              ,                ,               ,        204480,             634,          68169,      9100,        2056,       5029,      5171,           0,       2683,       640,           0,       1568
 641,              ,                ,               ,        205120,             636,          71192,      8959,        2096,       5033,      5179,           0,       2674,       641,           0,       1574
 642,              ,                ,               ,        205761,             635,          70727,      9178,        2129,       4988,      5199,           0,       2725,       642,           0,       1558
 643,              ,                ,               ,        206403,             632,          69503,      9004,        2135,       4773,      5222,           0,       2613,       643,           0,       1512
 644,              ,                ,               ,        207046,             633,          68437,      9017,        2112,       4891,      5203,           0,       2755,       644,           0,       1569
 645,              ,                ,               ,        207690,             640,          66655,      9365,        2069,       4629,      5210,           0,       2590,       645,           0,       1469
 646,              ,                ,               ,        208335,             636,          68890,      9204,        2082,       4699,      5235,           0,       2616,       646,           0,       1570
 647,              ,                ,               ,        208981,             639,          66051,      9471,        2081,       4787,      5230,           0,       2558,       647,           0,       1560
 648,              ,                ,               ,        209628,             641,          65589,      9223,        2126,       4755,      5255,           0,       2575,       648,           0,       1588
 649,              ,                ,               ,        210276,             645,          65838,      9123,        2138,       4555,      5262,           0,       2567,       649,           0,       1577
 650,              ,                ,               ,        210925,             647,          68159,      9260,        2134,       4769,      5287,           0,       2657,       650,           0,       1529
 651,              ,                ,               ,        211575,             643,          68567,      8969,        2148,       4750,      5281,           0,       2649,       651,           0,       1571
 652,              ,                ,               ,        212226,             646,          68455,      8965,        2158,       5048,      5291,           0,       3181,       652,           0,       1609
 653,              ,                ,               ,        212878,             645,          73228,      9269,        2129,       5145,      5300,           0,       3993,       653,           0,       1711
 654,              ,                ,               ,        213531,             651,          72431,      9409,        2104,       5035,      5290,           0,       2697,       654,           0,       1547
 655,              ,                ,               ,        214185,             652,          68713,      9196,        2157,       4618,      5317,           0,       2594,       655,           0,       1681
 656,              ,                ,               ,        214840,             643,          67890,      9371,        2140,       4707,      5335,           0,       2837,       656,           0,       1544
 657,              ,                ,               ,        215496,             648,          68189,      9182,        2187,       4810,      5347,           0,       2604,       657,           0,       1496
 658,              ,                ,               ,        216153,             648,          67901,      9070,        2156,       4630,      5361,           0,       2618,       658,           0,       1635
 659,              ,                ,               ,        216811,             649,          70656,      9498,        2163,       4785,      5364,           0,       2625,       659,           0,       1517
 660,              ,                ,               ,        217470,             648,          71460,      9347,        2156,       4857,      5337,           0,       2751,       660,           0,       1519
 661,              ,                ,               ,        218130,             650,          69354,     10131,        2138,       5072,      5345,           0,       2619,       661,           0,       1492
 662,              ,                ,               ,        218791,             655,          71977,      9602,        2199,       5009,      5377,           0,       2677,       662,           0,       1519
 663,              ,                ,               ,        219453,             657,          73048,      9178,        2185,       4669,      5394,           0,       2656,       663,           0,       1538
 664,              ,                ,               ,        220116,             658,          69507,      9750,        2155,       5016,      5384,           0,       2638,       664,           0,       1512
 665,              ,                ,               ,        220780,             657,          69671,      9563,        2197,       5130,      5391,           0,       3245,       665,           0,       1578
 666,              ,                ,               ,        221445,             654,          74834,     10066,        2186,       5707,      5393,           0,       2813,       666,           0,       1614
 667,              ,                ,               ,        222111,             660,          73512,      9749,        2183,       5383,      5414,           0,       2896,       667,           0,       1625
 668,              ,                ,               ,        222778,             661,          74382,      9395,        2198,       5108,      5452,           0,       2843,       668,           0,       1823
 669,              ,                ,               ,        223446,             662,          73198,      9586,        2183,       5324,      5455,           0,       2818,       669,           0,       1621
 670,              ,                ,               ,        224115,             662,          71385,      9403,        2221,       4882,      5454,           0,       2669,       670,           0,       1542
 671,              ,                ,               ,        224785,             661,          72832,      9516,        2199,       5037,      5469,           0,       2719,       671,           0,       1547
 672,              ,                ,               ,        225456,             663,          74992,      9375,        2215,       5239,      5491,           0,       2926,       672,           0,       1645
 673,              ,                ,               ,        226128,             666,          83065,      9637,        2206,       7036,      5500,           0,       4112,       673,           0,       1796
 674,              ,                ,               ,        226801,             668,          79874,      9375,        2230,       4969,      5503,           0,       2872,       674,           0,       1640
 675,              ,                ,               ,        227475,             668,          72297,      9443,        2234,       4829,      5519,           0,       2760,       675,           0,       1541
 676,              ,                ,               ,        228150,             665,          73950,      9317,        2230,       4832,      5519,           0,       2734,       676,           0,       1563
 677,              ,                ,               ,        228826,             670,          72672,      9678,        2232,       4896,      5523,           0,       2771,       677,           0,       1628
 678,              ,                ,               ,        229503,             672,          77318,      9777,        2222,       5132,      5541,           0,       2893,       678,           0,       1610
 679,              ,                ,               ,        230181,             672,          75458,      9653,        2278,       5164,      5557,           0,       2928,       679,           0,       1619
 680,              ,                ,               ,        230860,             670,          75680,      9763,        2235,       5250,      5549,           0,       2797,       680,           0,       1626
 681,              ,                ,               ,        231540,             679,          74966,      9669,        2256,       4861,      5555,           0,       2921,       681,           0,       1614
 682,              ,                ,               ,        232221,             676,          75525,      9582,        2240,       5078,      5571,           0,       2797,       682,           0,       1682
 683,              ,                ,               ,        232903,             678,          74978,      9614,        2253,       4980,      5578,           0,       2804,       683,           0,       1605
 684,              ,                ,               ,        233586,             679,          79212,      9302,        2259,       4991,      5587,           0,       3037,       684,           0,       1691
 685,              ,                ,               ,        234270,             677,          79027,      9682,        2260,       5086,      5606,           0,       2806,       685,           0,       1629
 686,              ,                ,               ,        234955,             678,          80893,      9908,        2270,       5317,      5633,           0,       3004,       686,           0,       1747
 687,              ,                ,               ,        235641,             678,          78329,     10067,        2262,       5293,      5614,           0,       2895,       687,           0,       1690
 688,              ,                ,               ,        236328,             681,          75578,      9695,        2293,       4868,      5625,           0,       2748,       688,           0,       1626
 689,              ,                ,               ,        237016,             681,          79002,     10418,        2265,       5566,      5639,           0,       2983,       689,           0,       1699
 690,              ,                ,               ,        237705,             682,          76705,      9859,        2298,       5129,      5658,           0,       2763,       690,           0,       1600
 691,              ,                ,               ,        238395,             688,          79337,     10074,        2207,       5617,      5678,           0,       3145,       691,           0,       1730
 692,              ,                ,               ,        239086,             687,          79045,      9763,        2293,       5147,      5682,           0,       2951,       692,           0,       1651
 693,              ,                ,               ,        239778,             684,          77953,     10091,        2240,       5267,      5679,           0,       2979,       693,           0,       1705
 694,              ,                ,               ,        240471,             688,          78067,     10180,        2243,       5064,      5688,           0,       2774,       694,           0,       1607
 695,              ,                ,               ,        241165,             692,          76626,      9844,        2253,       4920,      5704,           0,       2933,       695,           0,       1674
 696,              ,                ,               ,        241860,             691,          83026,      9854,        2224,       4919,      5706,           0,       2872,       696,           0,       1630
 697,              ,                ,               ,        242556,             691,          77471,      9763,        2319,       4926,      5723,           0,       2903,       697,           0,       1685
 698,              ,                ,               ,        243253,             687,          77730,      9618,        2281,       5283,      5727,           0,       2942,       698,           0,       1713
 699,              ,                ,               ,        243951,             692,          82949,     10474,        2281,       5572,      5751,           0,       2956,       699,           0,       1718
 700,              ,                ,               ,        244650,             693,          82037,     10214,        2277,       5249,      5753,           0,       2806,       700,           0,       1631
 701,              ,                ,               ,        245350,             693,          78903,     10478,        2284,       5742,      5758,           0,       3080,       701,           0,       1712
 702,              ,                ,               ,        246051,             692,          81500,      9812,        2355,       5039,      5775,           0,       2936,       702,           0,       1644
 703,              ,                ,               ,        246753,             695,          78097,     10095,        2312,       5059,      5790,           0,       2813,       703,           0,       1648
 704,              ,                ,               ,        247456,             698,          77603,      9966,        2316,       5358,      5804,           0,       2819,       704,           0,       1605
 705,              ,                ,               ,        248160,             701,          78220,     10034,        2288,       5002,      5813,           0,       2866,       705,           0,       1619
 706,              ,                ,               ,        248865,             699,          80104,      9954,        2343,       5033,      5821,           0,       3016,       706,           0,       1638
 707,              ,                ,               ,        249571,             700,          78524,     10542,        2318,       5352,      5819,           0,       2837,       707,           0,       1628
 708,              ,                ,               ,        250278,             701,          83064,     10412,        2370,       5431,      5838,           0,       3029,       708,           0,       1699
 709,              ,                ,               ,        250986,             706,          81379,     10027,        2343,       5317,      5858,           0,       3007,       709,           0,       1725
 710,              ,                ,               ,        251695,             703,          82004,     10082,        2357,       5652,      5848,           0,       3006,       710,           0,       1737
 711,              ,                ,               ,        252405,             705,          84326,     10021,        2337,       5310,      5859,           0,       3011,       711,           0,       1835
 712,              ,                ,               ,        253116,             707,          89200,     10033,        2343,       5946,      5862,           0,       3623,       712,           0,       1951
 713,              ,                ,               ,        253828,             707,          87529,     10425,        2396,       5518,      5863,           0,       3058,       713,           0,       2014
 714,              ,                ,               ,        254541,             708,          83100,     10314,        2335,       5223,      5886,           0,       3025,       714,           0,       1680
 715,              ,                ,               ,        255255,             706,          82777,     10415,        2358,       5443,      5896,           0,       2950,       715,           0,       1711
 716,              ,                ,               ,        255970,             708,          84566,     10047,        2348,       5319,      5903,           0,       3144,       716,           0,       1830
 717,              ,                ,               ,        256686,             708,          83044,     10658,        2359,       5455,      5926,           0,       2975,       717,           0,       1717
 718,              ,                ,               ,        257403,             712,          82111,     10306,        2336,       5470,      5928,           0,       2968,       718,           0,       1714
 719,              ,                ,               ,        258121,             711,          86280,     10227,        2343,       5721,      5931,           0,       3130,       719,           0,       1796
 720,              ,                ,               ,        258840,             711,          84030,     10139,        2360,       5249,      5939,           0,       2967,       720,           0,       1927
