   n, insertion_cmp, insertion_swaps, insertion_time, selection_cmp, selection_swaps, selection_time, quick_cmp, quick_swaps, quick_time, merge_cmp, merge_swaps, merge_time, radix_cmp, radix_swaps, radix_time
 480,           708,             230,            468,        114960,             140,          37192,      4633,         684,       2270,      2223,           0,       1522,       480,           0,       1754
 481,           712,             233,            474,        115440,             139,          37217,      4602,         697,       2278,      2227,           0,       1469,       481,           0,       1717
 482,           713,             233,            555,        115921,             139,          38121,      4730,         701,       2330,      2238,           0,       1561,       482,           0,       1725
 483,           714,             233,            475,        116403,             139,          38125,      4864,         699,       2511,      2234,           0,       1558,       483,           0,       1877
 484,           716,             234,            545,        116886,             140,          43009,      4879,         704,       2439,      2245,           0,       1568,       484,           0,       1758
 485,           718,             235,            477,        117370,             141,          40661,      4762,         692,       2379,      2248,           0,       1644,       485,           0,       2175
 486,           719,             235,            487,        117855,             141,          39591,      4650,         697,       2285,      2252,           0,       1462,       486,           0,       1839
 487,           720,             235,            506,        118341,             141,          39051,      4732,         703,       2373,      2251,           0,       1464,       487,           0,       1727
 488,           722,             236,            476,        118828,             142,          39810,      4737,         704,       2687,      2258,           0,       1463,       488,           0,       1822
 489,           723,             236,            483,        119316,             142,          39174,      4769,         712,       2355,      2263,           0,       1471,       489,           0,       1737
 490,           724,             236,            474,        119805,             142,          38597,      4779,         712,       2776,      2280,           0,       1492,       490,           0,       1777
 491,           726,             237,            479,        120295,             143,          39654,      4704,         701,       2335,      2295,           0,       1644,       491,           0,       1929
 492,           727,             237,            484,        120786,             143,          39679,      4737,         705,       2327,      2287,           0,       1495,       492,           0,       2027
 493,           729,             238,            511,        121278,             144,          40510,      4767,         718,       2352,      2299,           0,       1515,       493,           0,       2008
 494,           730,             238,            494,        121771,             144,          41825,      4783,         722,       2465,      2297,           0,       1607,       494,           0,       1762
 495,           731,             238,            480,        122265,             144,          40572,      5022,         718,       2616,      2304,           0,       1564,       495,           0,       2148
 496,           732,             238,            491,        122760,             144,          42270,      5067,         726,       2483,      2322,           0,       1616,       496,           0,       1787
 497,           733,             238,            486,        123256,             144,          41897,      4839,         726,       2414,      2325,           0,       1701,       497,           0,       1794
 498,           734,             238,            486,        123753,             144,          41649,      4835,         718,       2535,      2339,           0,       1513,       498,           0,       1905
 499,           736,             239,            491,        124251,             145,          42376,      4757,         701,       2699,      2339,           0,       1571,       499,           0,       1836
 500,           739,             241,            495,        124750,             145,          43275,      4782,         706,       2500,      2337,           0,       1511,       500,           0,       1765
 501,           742,             243,            741,        125250,             147,          43928,      4854,         727,       2956,      2338,           0,       1905,       501,           0,       1815
 502,           743,             243,            493,        125751,             147,          47202,      4866,         727,       2422,      2364,           0,       1526,       502,           0,       2246
 503,           744,             243,            584,        126253,             147,          46915,      5006,         718,       2624,      2361,           0,       1709,       503,           0,       1923
 504,           745,             243,            936,        126756,             147,          47371,      4947,         716,       2446,      2369,           0,       1525,       504,           0,       1816
 505,           746,             243,            628,        127260,             147,          43294,      4845,         716,       2385,      2369,           0,       1643,       505,           0,       2084
 506,           748,             244,            497,        127765,             148,          44430,      4875,         719,       2739,      2396,           0,       1543,       506,           0,       1816
 507,           751,             246,            505,        128271,             148,          45597,      4934,         736,       2434,      2396,           0,       1988,       507,           0,       2878
 508,           752,             246,            511,        128778,             148,          45197,      4878,         729,       2675,      2390,           0,       1538,       508,           0,       2119
 509,           753,             246,            623,        129286,             148,          45306,      4888,         725,       2937,      2395,           0,       1552,       509,           0,       1839
 510,           754,             246,            497,        129795,             148,          47754,      4897,         727,       3384,      2421,           0,       1603,       510,           0,       1900
 511,           755,             246,            671,        130305,             148,          48303,      5007,         713,       2875,      2416,           0,       1573,       511,           0,       1827
 512,           756,             246,            501,        130816,             148,          43491,      5021,         715,       2667,      2428,           0,       1566,       512,           0,       1867
 513,           758,             247,            519,        131328,             149,          45677,      5120,         729,       2730,      2429,           0,       1635,       513,           0,       2165
 514,           760,             248,            511,        131841,             150,          44702,      5129,         732,       2486,      2425,           0,       1572,       514,           0,       2120
 515,           764,             251,            507,        132355,             149,          46078,      5094,         733,       2991,      2440,           0,       1577,       515,           0,       2109
 516,           765,             251,            836,        132870,             149,          47802,      5085,         741,       2934,      2450,           0,       1646,       516,           0,       1872
 517,           766,             251,            538,        133386,             149,          47015,      5183,         746,       3068,      2457,           0,       1624,       517,           0,       1894
 518,           767,             251,            550,        133903,             149,          56350,      5193,         742,       6342,      2441,           0,       3433,       518,           0,       4567
 519,           770,             253,           1154,        134421,             151,          61820,      5140,         743,       3270,      2464,           0,       1598,       519,           0,       1871
 520,           771,             253,            510,        134940,             151,          45468,      5151,         743,       2578,      2450,           0,       1601,       520,           0,       1863
 521,           772,             253,            518,        135460,             151,          55771,      5036,         743,       4037,      2455,           0,       3710,       521,           0,       4215
 522,           773,             253,            893,        135981,             151,          61238,      5072,         755,       2538,      2451,           0,       1645,       522,           0,       2274
 523,           775,             254,            583,        136503,             152,          55574,      5085,         753,       2643,      2459,           0,       1609,       523,           0,       1888
 524,           778,             256,            515,        137026,             152,          44759,      5112,         753,       2514,      2484,           0,       1638,       524,           0,       2020
 525,           782,             259,            610,        137550,             153,          45271,      5166,         764,       2535,      2490,           0,       1942,       525,           0,       1895
 526,           783,             259,            531,        138075,             153,          45547,      5156,         763,       2589,      2476,           0,       1621,       526,           0,       1881
 527,           784,             259,            518,        138601,             153,          45037,      5156,         760,       2515,      2474,           0,       1618,       527,           0,       1948
 528,           785,             259,            522,        139128,             153,          44292,      5165,         760,       2533,      2484,           0,       1625,       528,           0,       2012
 529,           786,             259,            514,        139656,             153,          46043,      5149,         753,       2512,      2489,           0,       1628,       529,           0,       1909
 530,           788,             260,            524,        140185,             154,          46338,      5140,         755,       2518,      2480,           0,       1795,       530,           0,       2113
 531,           789,             260,            531,        140715,             154,          46096,      5201,         772,       2593,      2483,           0,       1630,       531,           0,       1935
 532,           790,             260,            536,        141246,             154,          44932,      5201,         772,       2542,      2509,           0,       1661,       532,           0,       1963
 533,           791,             260,            528,        141778,             154,          45827,      5251,         763,       2609,      2512,           0,       1602,       533,           0,       1883
 534,           792,             260,            514,        142311,             154,          45732,      5187,         768,       2547,      2505,           0,       1650,       534,           0,       1930
 535,           793,             260,            523,        142845,             154,          45780,      5227,         760,       2572,      2522,           0,       1810,       535,           0,       1904
 536,           795,             261,            552,        143380,             155,          46652,      5216,         761,       2576,      2517,           0,       1652,       536,           0,       1931
 537,           798,             263,            534,        143916,             155,          51159,      5231,         765,       2557,      2524,           0,       1651,       537,           0,       1941
 538,           799,             263,            532,        144453,             155,          46479,      5357,         761,       2726,      2531,           0,       1699,       538,           0,       1950
 539,           800,             263,            569,        144991,             155,          49626,      5263,         771,       2619,      2535,           0,       1836,       539,           0,       2060
 540,           801,             263,            582,        145530,             155,          47348,      5291,         767,       2608,      2530,           0,       1676,       540,           0,       1970
 541,           802,             263,            543,        146070,             155,          47503,      5301,         773,       2841,      2540,           0,       1647,       541,           0,       1927
 542,           803,             263,            537,        146611,             155,          47649,      5334,         777,       2623,      2551,           0,       1666,       542,           0,       1945
 543,           804,             263,            536,        147153,             155,          47577,      5656,         779,       2736,      2570,           0,       1733,       543,           0,       1940
 544,           805,             263,            520,        147696,             155,          47937,      5585,         783,       2726,      2549,           0,       1694,       544,           0,       1952
 545,           806,             263,            537,        148240,             155,          48284,      5333,         777,       2573,      2549,           0,       1727,       545,           0,       1909
 546,           807,             263,            571,        148785,             155,          48580,      5340,         773,       2631,      2563,           0,       1710,       546,           0,       1938
 547,           809,             264,            548,        149331,             156,          47935,      5366,         789,       2662,      2574,           0,       1687,       547,           0,       1972
 548,           812,             266,            534,        149878,             156,          49393,      5405,         799,       2713,      2563,           0,       1904,       548,           0,       2034
 549,           816,             269,            548,        150426,             157,          48794,      5464,         772,       2669,      2571,           0,       1685,       549,           0,       1973
 550,           821,             273,            553,        150975,             157,          48248,      5367,         775,       2632,      2591,           0,       1691,       550,           0,       1973
 551,           822,             273,            552,        151525,             157,          48896,      5402,         785,       2653,      2592,           0,       1647,       551,           0,       1960
 552,           823,             273,            549,        152076,             157,          48688,      5449,         787,       2688,      2584,           0,       1692,       552,           0,       1969
 553,           824,             273,            551,        152628,             157,          49892,      5699,         799,       2834,      2588,           0,       1695,       553,           0,       1966
 554,           825,             273,            556,        153181,             157,          49084,      5748,         796,       2789,      2591,           0,       1700,       554,           0,       2038
 555,           827,             274,            538,        153735,             158,          49563,      5568,         800,       2725,      2598,           0,       1825,       555,           0,       1996
 556,           828,             274,            555,        154290,             158,          49286,      5550,         796,       2711,      2609,           0,       1725,       556,           0,       2012
 557,           829,             274,            550,        154846,             158,          52468,      5497,         797,       2822,      2614,           0,       1804,       557,           0,       2058
 558,           833,             277,            558,        155403,             161,          51321,      5460,         789,       2660,      2627,           0,       1718,       558,           0,       2154
 559,           834,             277,            565,        155961,             161,          50818,      5605,         818,       3147,      2628,           0,       1888,       559,           0,       2094
 560,           835,             277,            551,        156520,             161,          49818,      5589,         814,       2748,      2636,           0,       1732,       560,           0,       2000
 561,           836,             277,            567,        157080,             161,          50674,      5587,         814,       2735,      2637,           0,       1768,       561,           0,       1977
 562,           837,             277,            544,        157641,             161,          51049,      5605,         816,       2735,      2635,           0,       1683,       562,           0,       2003
 563,           838,             277,            545,        158203,             161,          51513,      5621,         825,       2670,      2635,           0,       1725,       563,           0,       2015
 564,           839,             277,            547,        158766,             161,          50206,      5638,         825,       2679,      2650,           0,       1890,       564,           0,       2102
 565,           840,             277,            542,        159330,             161,          52124,      5631,         823,       2755,      2659,           0,       1921,       565,           0,       2160
 566,           841,             277,            565,        159895,             161,          53556,      5666,         827,       2993,      2651,           0,       1824,       566,           0,       2140
 567,           842,             277,            576,        160461,             161,          51389,      5714,         820,       2738,      2656,           0,       1812,       567,           0,       2025
 568,           843,             277,            541,        161028,             161,          51213,      5720,         822,       2746,      2660,           0,       1695,       568,           0,       2134
 569,           845,             278,            549,        161596,             162,          52089,      5595,         831,       2800,      2665,           0,       1708,       569,           0,       1986
 570,           846,             278,            547,        162165,             162,          50704,      5690,         835,       2761,      2688,           0,       1708,       570,           0,       2040
 571,           847,             278,            550,        162735,             162,          52286,      5713,         837,       2774,      2695,           0,       1763,       571,           0,       2058
 572,           848,             278,            586,        163306,             162,          52676,      5784,         823,       2845,      2693,           0,       1854,       572,           0,       2241
 573,           849,             278,            752,        163878,             162,          52535,      5648,         827,       2853,      2706,           0,       2285,       573,           0,       2098
 574,           850,             278,            578,        164451,             162,          57636,      5674,         835,       2973,      2701,           0,       2024,       574,           0,       2549
 575,           851,             278,            629,        165025,             162,          52695,      5887,         834,       2787,      2707,           0,       1726,       575,           0,       2087
 576,           853,             279,            548,        165600,             163,          52185,      5897,         836,       2883,      2718,           0,       1739,       576,           0,       2015
 577,           855,             280,            553,        166176,             164,          53925,      6165,         844,       3079,      2721,           0,       2074,       577,           0,       2077
 578,           858,             282,            551,        166753,             164,          53356,      6145,         833,       2954,      2722,           0,       1741,       578,           0,       2145
 579,           859,             282,            681,        167331,             164,          53699,      5878,         837,       2942,      2728,           0,       1871,       579,           0,       2018
 580,           860,             282,            557,        167910,             164,          54430,      5817,         839,       3265,      2751,           0,       2054,       580,           0,       2066
 581,           861,             282,            560,        168490,             164,          55703,      5815,         856,       3549,      2753,           0,       1911,       581,           0,       2219
 582,           863,             283,            668,        169071,             165,          56211,      5882,         852,       2915,      2735,           0,       1791,       582,           0,       2021
 583,           864,             283,            582,        169653,             165,          54856,      5792,         850,       2851,      2742,           0,       1980,       583,           0,       2143
 584,           865,             283,            669,        170236,             165,          54310,      5806,         852,       2771,      2743,           0,       1821,       584,           0,       2110
 585,           866,             283,            560,        170820,             165,          54181,      5822,         846,       2858,      2747,           0,       1861,       585,           0,       2039
 586,           869,             285,            563,        171405,             167,          55282,      5799,         852,       2889,      2745,           0,       1759,       586,           0,       2049
 587,           870,             285,            564,        171991,             167,          54810,      5972,         841,       3113,      2763,           0,       1813,       587,           0,       2033
 588,           871,             285,            564,        172578,             167,          54581,      5918,         845,       3003,      2773,           0,       1854,       588,           0,       2248
 589,           872,             285,            572,        173166,             167,          58635,      5920,         848,       2938,      2777,           0,       1930,       589,           0,       2632
 590,           875,             287,            608,        173755,             169,          57943,      5961,         854,       3033,      2778,           0,       2027,       590,           0,       2633
 591,           876,             287,            639,        174345,             169,          57143,      6229,         854,       3050,      2785,           0,       1901,       591,           0,       2129
 592,           877,             287,            581,        174936,             169,          55246,      6245,         856,       2950,      2789,           0,       1861,       592,           0,       2225
 593,           878,             287,            573,        175528,             169,          58581,      6010,         845,       2872,      2790,           0,       1875,       593,           0,       2183
 594,           880,             288,            572,        176121,             170,          57541,      5937,         856,       2882,      2798,           0,       1846,       594,           0,       2459
 595,           882,             289,            612,        176715,             171,          58180,      5909,         860,       2885,      2806,           0,       1983,       595,           0,       2161
 596,           883,             289,            587,        177310,             171,          57658,      5903,         860,       3308,      2811,           0,       2040,       596,           0,       2135
 597,           884,             289,            599,        177906,             171,          59262,      5932,         850,       3021,      2825,           0,       1865,       597,           0,       2158
 598,           885,             289,            580,        178503,             171,          57170,      6023,         858,       2986,      2820,           0,       2073,       598,           0,       2102
 599,           886,             289,            574,        179101,             171,          57869,      6036,         874,       3078,      2831,           0,       1947,       599,           0,       2115
 600,           887,             289,            578,        179700,             171,          56579,      6047,         880,       2965,      2837,           0,       2119,       600,           0,       2115
 601,           888,             289,            573,        180300,             171,          57893,      6117,         872,       2978,      2841,           0,       2181,       601,           0,       2165
 602,           890,             290,            580,        180901,             172,          58718,      6010,         882,       2948,      2830,           0,       1860,       602,           0,       2218
 603,           892,             291,            578,        181503,             173,          59209,      5935,         860,       3064,      2843,           0,       1861,       603,           0,       2297
 604,           896,             294,            614,        182106,             172,          84952,      5949,         854,       3422,      2864,           0,       3416,       604,           0,       4462
 605,           897,             294,           1076,        182710,             172,          75226,      5976,         856,       3003,      2869,           0,       1905,       605,           0,       2190
 606,           898,             294,            600,        183315,             172,          60142,      5988,         860,       2940,      2859,           0,       1877,       606,           0,       2273
 607,           899,             294,            591,        183921,             172,          60869,      6118,         882,       3008,      2858,           0,       1939,       607,           0,       2320
 608,           900,             294,            602,        184528,             172,          60194,      6029,         880,       2919,      2880,           0,       2071,       608,           0,       2195
 609,           902,             295,            597,        185136,             173,          59393,      6361,         883,       3247,      2883,           0,       1912,       609,           0,       2118
 610,           903,             295,            620,        185745,             173,          59891,      6395,         891,       3322,      2874,           0,       1885,       610,           0,       2154
 611,           904,             295,            635,        186355,             173,          61944,      6058,         872,       2970,      2881,           0,       1838,       611,           0,       2122
 612,           906,             296,            587,        186966,             174,          61415,      6094,         877,       2977,      2896,           0,       1898,       612,           0,       2187
 613,           907,             296,            631,        187578,             174,          60064,      6375,         891,       3026,      2898,           0,       1845,       613,           0,       2283
 614,           908,             296,            641,        188191,             174,          60332,      6310,         885,       3064,      2901,           0,       1915,       614,           0,       2151
 615,           909,             296,            613,        188805,             174,          60245,      6254,         877,       3066,      2898,           0,       1854,       615,           0,       2233
 616,           910,             296,            632,        189420,             174,          61372,      6259,         898,       3243,      2926,           0,       1915,       616,           0,       2208
 617,           912,             297,            605,        190036,             175,          62011,      6263,         895,       3143,      2924,           0,       1929,       617,           0,       2227
 618,           913,             297,            726,        190653,             175,          63133,      6231,         895,       3004,      2924,           0,       2126,       618,           0,       2192
 619,           914,             297,            600,        191271,             175,          61271,      6266,         904,       3477,      2932,           0,       1914,       619,           0,       2216
 620,           915,             297,            680,        191890,             175,          62734,      6274,         908,       3958,      2950,           0,       2241,       620,           0,       2312
 621,           917,             298,            637,        192510,             176,          62370,      6296,         915,       2988,      2953,           0,       1987,       621,           0,       2494
 622,           918,             298,            597,        193131,             176,          62165,      6295,         909,       3100,      2948,           0,       1957,       622,           0,       2245
 623,           919,             298,            611,        193753,             176,          61953,      6270,         921,       3026,      2959,           0,       1876,       623,           0,       2201
 624,           921,             299,            595,        194376,             177,          63625,      6278,         922,       3018,      2978,           0,       1960,       624,           0,       2903
 625,           922,             299,            601,        195000,             177,          64446,      6310,         904,       3003,      2982,           0,       1899,       625,           0,       2250
 626,           925,             301,            602,        195625,             179,          61678,      6313,         906,       2995,      2997,           0,       1900,       626,           0,       2183
 627,           929,             304,            601,        196251,             180,          63089,      6337,         906,       2997,      2985,           0,       1897,       627,           0,       2239
 628,           930,             304,            579,        196878,             180,          61261,      6350,         908,       3082,      2988,           0,       1922,       628,           0,       2119
 629,           931,             304,            585,        197506,             180,          62223,      6420,         922,       2959,      2991,           0,       1848,       629,           0,       2193
 630,           933,             305,            721,        198135,             181,          63174,      6371,         937,       3053,      3016,           0,       1857,       630,           0,       2139
 631,           934,             305,            655,        198765,             181,          62464,      6472,         924,       3148,      3019,           0,       2288,       631,           0,       2513
 632,           936,             306,            668,        199396,             182,          65835,      6581,         927,       3112,      3002,           0,       1907,       632,           0,       2278
 633,           937,             306,            591,        200028,             182,          63070,      6386,         932,       3023,      3016,           0,       2152,       633,           0,       2333
 634,           938,             306,            614,        200661,             182,          64426,      6378,         932,       3037,      3023,           0,       1973,       634,           0,       2228
 635,           940,             307,            600,        201295,             183,          64245,      6427,         923,       3108,      3022,           0,       1943,       635,           0,       2581
 636,           941,             307,            595,        201930,             183,          67878,      6475,         927,       3135,      3043,           0,       1991,       636,           0,       2271
 637,           945,             310,            629,        202566,             184,          64388,      6506,         929,       3333,      3043,           0,       2057,       637,           0,       2211
 638,           948,             312,            614,        203203,             184,          66501,      6504,         927,       3163,      3059,           0,       1989,       638,           0,       2601
 639,           949,             312,            635,        203841,             184,          65329,      6873,         934,       3236,      3063,           0,       2322,       639,           0,       2227
 640,           950,             312,            615,        204480,             184,          64317,      6886,         937,       3235,      3086,           0,       1992,       640,           0,       2222
 641,           951,             312,            615,        205120,             184,          64133,      6621,         942,       3120,      3088,           0,       1951,       641,           0,       2346
 642,           953,             313,            606,        205761,             185,          65142,      6496,         938,       3191,      3093,           0,       1954,       642,           0,       2259
 643,           954,             313,            628,        206403,             185,          64139,      6612,         963,       3225,      3088,           0,       1907,       643,           0,       2244
 644,           955,             313,            602,        207046,             185,          66753,      6624,         959,       3262,      3088,           0,       1953,       644,           0,       2221
 645,           956,             313,            620,        207690,             185,          68779,      6575,         957,       3188,      3090,           0,       2097,       645,           0,       2238
 646,           958,             314,            622,        208335,             186,          65626,      6584,         958,       3117,      3095,           0,       1994,       646,           0,       2233
 647,           959,             314,            622,        208981,             186,          67561,      6522,         947,       3139,      3110,           0,       2186,       647,           0,       2190
 648,           962,             316,            630,        209628,             187,          67856,      6514,         950,       3212,      3096,           0,       2042,       648,           0,       2477
 649,           967,             320,            635,        210276,             187,          66535,      6607,         959,       3081,      3104,           0,       1921,       649,           0,       2251
 650,           968,             320,            614,        210925,             187,          68269,      6621,         959,       3101,      3108,           0,       2039,       650,           0,       2578
 651,           969,             320,            613,        211575,             187,          67219,      6560,         953,       3067,      3115,           0,       1987,       651,           0,       2711
 652,           971,             321,            823,        212226,             188,          68490,      6568,         956,       3131,      3135,           0,       1967,       652,           0,       2276
 653,           972,             321,            625,        212878,             188,          66101,      6659,         950,       3073,      3134,           0,       1930,       653,           0,       2295
 654,           973,             321,            763,        213531,             188,          67529,      6678,         952,       3261,      3134,           0,       2097,       654,           0,       2309
 655,           975,             322,            657,        214185,             189,          69034,      6646,         971,       3344,      3136,           0,       2096,       655,           0,       2284
 656,           976,             322,            656,        214840,             189,          69449,      6669,         972,       3139,      3155,           0,       2061,       656,           0,       2608
 657,           977,             322,            640,        215496,             189,          70772,      6732,         967,       3768,      3157,           0,       2082,       657,           0,       2422
 658,           979,             323,            672,        216153,             190,          71866,      6712,         962,       3205,      3156,           0,       2002,       658,           0,       2296
 659,           980,             323,            635,        216811,             190,          76033,      6709,         957,       3256,      3159,           0,       2008,       659,           0,       2368
 660,           984,             326,            689,        217470,             191,          67031,      6686,         956,       3072,      3170,           0,       2078,       660,           0,       2341
 661,           986,             327,            644,        218130,             192,          71577,      6750,         961,       3779,      3179,           0,       2027,       661,           0,       2288
 662,           987,             327,            640,        218791,             192,          69732,      6714,         969,       3177,      3166,           0,       2110,       662,           0,       2314
 663,           988,             327,            643,        219453,             192,          69120,      6678,         968,       3107,      3175,           0,       2103,       663,           0,       2590
 664,           989,             327,            647,        220116,             192,          71413,      6691,         966,       3258,      3195,           0,       2073,       664,           0,       2534
 665,           990,             327,            643,        220780,             192,          70268,      7127,         968,       3336,      3197,           0,       1967,       665,           0,       2256
 666,           991,             327,            620,        221445,             192,          68701,      7278,         968,       3588,      3201,           0,       1968,       666,           0,       2276
 667,           992,             327,            641,        222111,             192,          70107,      7012,         971,       3411,      3216,           0,       2029,       667,           0,       2319
 668,           994,             328,            645,        222778,             193,          69949,      7072,         974,       3639,      3207,           0,       2124,       668,           0,       2816
 669,           995,             328,            647,        223446,             193,          70137,      7075,         994,       3400,      3210,           0,       2032,       669,           0,       2309
 670,           996,             328,            773,        224115,             193,         100483,      6976,         993,       4890,      3225,           0,       3177,       670,           0,       2819
 671,           997,             328,            768,              ,                ,               ,      6985,         982,       5016,      3216,           0,       3219,       671,           0,       4155
 672,           999,             329,            688,              ,                ,               ,      6994,         981,       5036,      3224,           0,       3153,       672,           0,       5056
 673,          1003,             332,           1463,              ,                ,               ,      7017,         976,       5824,      3229,           0,       3631,       673,           0,       3980
 674,          1004,             332,           1835,              ,                ,               ,      7057,         990,       5268,      3235,           0,       2347,       674,           0,       2585
 675,          1005,             332,            739,              ,                ,               ,      7023,         989,       4128,      3230,           0,       2576,       675,           0,       3649
 676,          1006,             332,            672,              ,                ,               ,      7046,         994,       3484,      3251,           0,       2340,       676,           0,       2469
 677,          1007,             332,            687,              ,                ,               ,      6894,         985,       3357,      3256,           0,       2127,       677,           0,       2394
 678,          1008,             332,            679,              ,                ,               ,      6906,         993,       3347,      3272,           0,       2128,       678,           0,       2411
 679,          1009,             332,            732,              ,                ,               ,      6907,         990,       3413,      3275,           0,       2078,       679,           0,       2388
 680,          1011,             333,            654,              ,                ,               ,      6967,         993,       3557,      3263,           0,       2623,       680,           0,       3162
 681,          1012,             333,            885,              ,                ,               ,      6924,         992,       3444,      3267,           0,       2123,       681,           0,       2403
 682,          1013,             333,            682,              ,                ,               ,      6956,        1004,       3607,      3281,           0,       2120,       682,           0,       2395
 683,          1014,             333,            660,              ,                ,               ,      6954,         993,       3530,      3289,           0,       2075,       683,           0,       2386
 684,          1015,             333,            881,              ,                ,               ,      6976,         995,       3381,      3277,           0,       2135,       684,           0,       2435
 685,          1016,             333,            678,              ,                ,               ,      7369,        1001,       3553,      3280,           0,       2135,       685,           0,       2624
 686,          1018,             334,            685,              ,                ,               ,      7410,         992,       3661,      3293,           0,       2143,       686,           0,       2521
 687,          1021,             336,            684,              ,                ,               ,      7130,        1006,       3540,      3314,           0,       2095,       687,           0,       2907
 688,          1023,             337,            763,              ,                ,               ,      7173,        1009,       3498,      3314,           0,       2150,       688,           0,       2440
 689,          1025,             338,            799,              ,                ,               ,      7191,        1017,       3553,      3316,           0,       2153,       689,           0,       3516
 690,          1026,             338,            689,              ,                ,               ,      7211,        1016,       3643,      3324,           0,       2562,       690,           0,       2767
 691,          1027,             338,            717,              ,                ,               ,      7283,        1016,       3604,      3327,           0,       2259,       691,           0,       2494
 692,          1028,             338,            754,              ,                ,               ,      7321,        1012,       3839,      3334,           0,       2113,       692,           0,       2471
 693,          1030,             339,            677,              ,                ,               ,      7395,        1016,       3465,      3335,           0,       2108,       693,           0,       2396
 694,          1031,             339,            704,              ,                ,               ,      7447,        1020,       3494,      3341,           0,       2154,       694,           0,       2371
 695,          1035,             342,            653,              ,                ,               ,      7068,        1009,       3302,      3351,           0,       2461,       695,           0,       2383
